Person Name,Role,Company Name,Classification,Interest Areas,url
Lauren Marra,Executive Director,J.P. Morgan Securities LLC,Investment Bank or Broker Dealer,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMjg5OTg=
"
Brian Bouchard,Partner,KPMG,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMjg5OTY=
"
Kevin MacLeod,Shareholder - Head of the New York Capital Markets Group,Vedder Price,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMjg5OTQ=
"
Cooper Warren,"VP, Business Development",Resurgent Capital Services,Investor,"Consumer ABS, Distressed Debt, Fintech/AI, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMjQ3MDU=
"
Adam Wacks,Director,,,,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTMyNzA=
"
Marek Skawinski,Portfolio Manager,LL Funds,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTEwMDY=
"
Joe Delgardio,Head of Capital Markets,Settle,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTEwMDU=
"
Haynes Gallagher,"Managing Director, Senior Portfolio Manager",Sylvan Road Capital,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTEwMDQ=
"
David Pustylnik,Chief Development Officer,Sylvan Road Capital,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTEwMDM=
"
Kevin Ays,Trader,LL Funds,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTEwMDI=
"
Camilo Concha,CEO,LendingUSA,Issuer,"Consumer ABS, Direct Lending, Corporate Funding/Investment, Whole Loan/NPL/RPL, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTA5OTQ=
"
Julie Jew,Director,Settle,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTA5OTM=
"
Phillip Kardis,Chief Legal Officer,Chimera Investment Corporation,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQxMTA5OTI=
"
Kate Scanlin,"Managing Director, Analytical Manager, ABS",S&P Global Ratings,Service Provider,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwOTE0NTk=
"
Aidan McCartan,Corporate Intelligence Advisor,LatinNews,Other,"Corporate Funding/Investment, Emerging Markets, Regulation/policy, SSA Funding/Investment, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwODgzNTY=
"
Carlo Perri,Portfolio Manager,Polar Asset Management Partners,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwODgzMjA=
"
Damien Weldon,"Vice President, Valuation and Collateral Solutions",ICE,,,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwODgzMDM=
"
Manish Rajguru,Portfolio Manager - CMBS,OFS Capital Management,,,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwODgzMDE=
"
Rohit Sinha,Head of U.S. RMBS Research,Nomura Securities,,,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwODgzMDA=
"
David Cha,Analyst,Hartford Investment Management,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNzQ1NjQ=
"
Stephen Robison,Manager,"Porsche Financial Services, Inc.",Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNzQ1NjE=
"
Jordan Lederman,Vice President,Waterfall Asset Management,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1ODQ=
"
Elena Plesco,Chief Capital Officer,Abacus Life,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1ODA=
"
Jason Felderman,Head of Leverage Loans,Aegon Asset Management US,Issuer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, Emerging Markets, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1NzY=
"
Jason Swanson,Managing Director,BMO Sponsor Finance,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1NzA=
"
Oliver Zeng,Executive Director,Morgan Stanley Investment Management,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1Njk=
"
Bradley Klar,Vice President and Director of Credit,"Capital Automotive Real Estate Services, Inc.",Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1NjA=
"
Michael Romaniw,Chief Financial Officer,"Vertical Bridge Holdings, LLC",Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1NTk=
"
Debra Donan,"Principal, Account Executive",CoreLogic,Service Provider,"RMBS (GSE and PLS), Emerging Markets, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1NTY=
"
Vik Ghei,Co-Founder,Holdco Asset Management,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1NTU=
"
Misha Zaitzeff,Founding Partner,Holdco Asset Management,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjg1NTQ=
"
Alex Wan,Managing Director,Bank of America,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjUxMzI=
"
Seva Levitski,Chief Research Officer & Co-founder,ryse,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Fintech/AI","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwNjEzMzY=
"
Praveen Saxenna,Portfolio Manager,Magnetar Capital,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwMzM4MDI=
"
Alexander Ploch,Director & Deputy Group Head,DZ BANK,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, Consumer ABS, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQwMDMxMjc=
"
Zachary Aronson,Director,Mackay Shields,Investor,"CMBS, RMBS (GSE and PLS)","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MzA2NDA=
"
Evonne Huang,Senior Vice President,Rithm Capital,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MzA2MzQ=
"
Hylton Heard,"Senior Vice President, U.S. Structured Credit",DBRS Morningstar,Service Provider,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MzA2MzM=
"
Arjun Kakar,"Managing Director, Capital Markets",Performance Trust Capital Partners,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MzA2Mjk=
"
Daniel Okhman,"SVP, Co-head Capital Markets",BHG Financial,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MzA2MjQ=
"
James Hyland,Director,Deutsche Bank,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MzA2MjE=
"
Jared Worman,Managing Director,HPS Investment Partners LLC,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NzQ=
"
Risa Itoshima,Executive Director,HPS Investment Partners,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NzI=
"
Chris Rieman,Capital Markets,ITE Management,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1Njc=
"
Joseph Lynch,Managing Director,Neuberger Berman,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NjY=
"
Timo Seidl,Director,Napier Park Global Capital,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NjU=
"
Mohammed Elkhazzar,Managing Director,Napier Park Global Capital,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NjQ=
"
Michael Seneski,Chief Financial Officer,Credibly,Issuer,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NjI=
"
Amanda Stevens,"VP, Sales",Barclays,Investment Bank or Broker Dealer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NTU=
"
Jim Vlogianitis,Managing Director,Stifel,Investment Bank or Broker Dealer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NTQ=
"
William Ashmore,Ceo,Vista Point,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1Mjg1NDM=
"
Ira Ginsburg,"Managing Director, Senior Portfolio Manager, Head of CLOs",CIFC Asset Management,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MjUzMjQ=
"
Scott Carpenter,Reporter,Bloomberg News,Other,"CMBS, Consumer ABS, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MjUzMjA=
"
Jonathan Horowitz,Managing Director,Fortress Investment Group,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MjUzMTk=
"
Jon Riber,"Senior Vice President, Credit Ratings",Morningstar DBRS,Service Provider,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MjUzMDY=
"
Ari Raskas,Managing Director,Pickwick Capital Partners,Investment Bank or Broker Dealer,"Private Credit, ABS, Direct Lending, Fintech/AI, Sustainable Finance, Hybrid Capital","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDY5ODM=
"
Michael Paasche,Senior Managing Director,Benefit Street Partners,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDUwOTc=
"
Steven Haber,General Counsel & Chief Compliance Officer,Carrington Capital Management,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDUwOTU=
"
Adler Salomon,"Senior Vice President, US RMBS",Morningstar DBRS,Service Provider,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDUwOTE=
"
Keith Washington,Executive Director,JP Morgan Asset Management,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDU3ODY=
"
Sandeep Hoshing,Director,Barclays,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDQwNzI=
"
Alex Spiride,Analyst,Elliott Management Corp,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDQwNjg=
"
Adam Weser,Portfolio Manager,Elliott Management,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDQwNjc=
"
Ines Beato,"Senior Vice President, ABS",Morningstar DBRS,Service Provider,,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDI4OTA=
"
Jared Martin,Vice President,Cardoai,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, Direct Lending, Distressed Debt, Emerging Markets, Fintech/AI, SSA Funding/Investment, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDI4ODM=
"
Riley Cox,"Associate Manager, Marketing & Events",Trepp Inc.,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDE2ODA=
"
Sarah Lewis,Associate,Napier Park Global Capital,Issuer,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ1MDAzNjU=
"
Morgan Jones,Founding Partner,"Monroe Capital, LLC",Issuer,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0Nzc4NzQ=
"
Hunter Schlacks,Vice President,Warburg Pincus,Investor,"CLOs/Leveraged Loans, Private Credit, Consumer ABS, Fintech/AI, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0Nzc4NzI=
"
Michael DiDio,"Vice President, Sales",Societe Generale,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NjI3Mjg=
"
Joseph Topolski,Partner,Katten,Service Provider,"ABS, RMBS (GSE and PLS), Consumer ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NjI3Mjc=
"
Birgit Ullrich-Youngs,Executive Director,JP Morgan,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NjI3MjY=
"
Brian Chao,Director,Societe Generale,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NjE2NTA=
"
Kyle Asher,"Managing Director & Co-Head and Co-Portfolio Manager, Alternative Credit Solutions",Monroe Capital,Issuer,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NjAxNjc=
"
Irv Adu-Gyamfi,Producer,IMN,Other,,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NjAxNjY=
"
Steven Baker,Primary CLOs,JP Morgan,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NjAxNjE=
"
Viravyne Chhim Bip,General Counsel & CCO,MGG Investment Group,Investor,"CLOs/Leveraged Loans, Private Credit","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NTMzOTA=
"
Sean Duffy,Managing Director,Marathon Asset Management,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDg4NTk=
"
Jiaqi Wei,Analysts,State Street,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDg4NTM=
"
Kevin O'Meara,"Partner, Head of US Performing Credit",CVC Credit Partners,Issuer,"CLOs/Leveraged Loans, ABS, Consumer ABS, Corporate Funding/Investment, Emerging Markets, Sustainable Finance, Hybrid Capital","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDUzOTU=
"
Andrew Milano,Managing Director,CVC,Issuer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS, Emerging Markets, Fintech/AI, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDUzOTQ=
"
Cary Ho,Senior Managing Director,CVC Credit Partners,Issuer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, Emerging Markets, Fintech/AI, Sustainable Finance, Covered Bonds, Hybrid Capital","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDUzOTM=
"
Guido Geissler,Head of Capital Markets,Multiply Inc.,Service Provider,"Private Credit, ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDI2MTQ=
"
Mark Simmer,Managing Partner,Clear Haven Capital Management,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDI2MTE=
"
Brian Brennan,Senior Portfolio Manager,Saluda Grade,Issuer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDI2MTA=
"
Teddy Desloge,Managing Director,Blackstone,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDI2MDM=
"
Nate Bagnaschi,Managing Director,Starwood Capital Group,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDI2MDI=
"
John Wu,Managing Director & Head of Structured Credit,Seix Advisors,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0NDI2MDA=
"
Ross Josephson,Managing Director,Mizuho Americas,Investment Bank or Broker Dealer,"RMBS (GSE and PLS), Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTg1Mjc=
"
Marina Donskaya,Managing Director,,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTYxOTg=
"
Joseph Choiniere,AVP,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTYxOTc=
"
Brian Woodby,VICE PRESIDENT,Citigroup,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTYxOTY=
"
Michael Sorenson,Senior Vice President,Bayview Asset Management,Issuer,"Commercial ABS (Equipment/Aircraft/Transportation), Consumer ABS, ESG/PACE/Solar ABS, Distressed Debt, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTY1NzE=
"
"Craig Bain, CFA",Consultant,Sascon,Other,"CLOs/Leveraged Loans, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTQ2MjA=
"
James Chiu,Director - CLO Product Specialist,NYL Investors,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTMwNjE=
"
Beth Standbridge,High Yield Investment Analyst,NYL Investors,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTMwNTQ=
"
Christian Saltaformaggio,Senior Director,New York Life Investors,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTMwNTM=
"
Adrian Marshall,Chief Executive Officer/Co-Chief Investment Officer,Elmwood Asset Management,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTMwNTI=
"
Amy Decombaz,Chief of Staff,Capital One,Issuer,"CLOs/Leveraged Loans, Consumer ABS, Fintech/AI","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzQ0MTMwNDY=
"
